collection_id,sequence_id,resource_id,title,description,is_deleted
0054df5f-4c05-41b9-87a8-d3268af71910,1,a5881936-f922-4e8b-b36b-2bc343068414,"On Saturday night, 23,748 people attended the concert. On Sunday, 7,570 more people attended the concert than on Saturday. How many people attended the concert on Sunday? _______ people attended the concert on Sunday. (**Don't forget to put a comma in your answer!**)","<p>On Saturday night, 23,748 people attended the concert. On Sunday, 7,570 more people attended the concert than on Saturday. How many people attended the concert on Sunday? _______ people attended the concert on Sunday. (**Don't forget to put a comma in your answer!**)</p>",f
0054df5f-4c05-41b9-87a8-d3268af71910,2,de66cefe-6fee-4ec0-bded-ebd885ccf8d8,"There were 3,905 more hits on the school’s website in January than February. February had 9,854 hits. How many hits did the school’s website have during both months? a. About how many hits did the website have during January and February? Round each number to the nearest hundred to make your estimate. _______ (**Don't forget to put a comma in your answer!**) b. Exactly how many hits did the website have during January and February? _______","<p>There were 3,905 more hits on the school’s website in January than February. February had 9,854 hits. How many hits did the school’s website have during both months?<br>a. About how many hits did the website have during January and February? Round each number to the nearest hundred to make your estimate. _______ (**Don't forget to put a comma in your answer!**)<br>b. Exactly how many hits did the website have during January and February? _______ <br></p>",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,29,d2df2c3f-3500-4b26-9196-badca0a67448,Add Fractions with Like Units 2/9 + 3/9 + 2/9,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{2}{9}+\frac{3}{9}+\frac{2}{9}=</span>$$\frac{2}{9}+\frac{3}{9}+\frac{2}{9}=$$</span></span> [7/9]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,36,61db85f5-a689-45b0-bb9c-4ed768ae056f,Add Fractions with Like Units 4/12 + 1/12,"Add Fractions with Like Units<br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{4}{12}+\frac{1}{12}=</span>$$\frac{4}{12}+\frac{1}{12}=$$</span></span> [5/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,4,367a5d43-9d3c-46a0-bd6d-64696b628f8e,Add  Fractions with Like Units 2/5 + 2/5,"Add  Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{2}{5}+\frac{2}{5}=</span>$$\frac{2}{5}+\frac{2}{5}=$$</span></span> [4/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,6,7107298c-2c4e-4d29-8012-baf063cae33e,Subtract Fractions with Like Units 3/5 - 1/5,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{5}-\frac{1}{5}=</span>$$\frac{3}{5}-\frac{1}{5}=$$</span></span> [2/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,13,87c49fc6-874a-4ef2-9991-dc3d6ba85860,Add Fractions with Like Units 1/12 + 1/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{12}+\frac{1}{12}=</span>$$\frac{1}{12}+\frac{1}{12}=$$</span></span> [2/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,41,3ba77ab3-20c7-4038-8e87-a0b21c3078cf,Subtract Fractions with Like Units 7/15 - 2/15,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{7}{15}-\frac{2}{15}=</span>$$\frac{7}{15}-\frac{2}{15}=$$</span></span> [5/15]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,17,0a491365-2ad8-4fae-b769-8863c813a1f7,Add Fractions with Like Units 7/12 + 4/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{7}{12}+\frac{4}{12}=</span>$$\frac{7}{12}+\frac{4}{12}=$$</span></span> [11/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,31,0dc4b9d6-d162-416a-a023-01bfff30de1a,Subtract Fractions with Like Units 3/5 - 1/5 - 1/5,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{5}-\frac{1}{5}-\frac{1}{5}=</span>$$\frac{3}{5}-\frac{1}{5}-\frac{1}{5}=$$</span></span> [1/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,43,287ab723-b25d-47b8-b3a8-0b5365d56919,Subtract Fractions with Like Units 11/15 - 2/15,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{11}{15}-\frac{2}{15}=</span>$$\frac{11}{15}-\frac{2}{15}=$$</span></span> [9/15]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,20,dde3118d-475b-40e2-bf44-db6f9c05cbf8,Add Fractions with Like Units 1/6 + 1/6 + 1/6,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{6}+\frac{1}{6}+\frac{1}{6}=</span>$$\frac{1}{6}+\frac{1}{6}+\frac{1}{6}=$$</span></span> [3/6]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,15,0ee61bc2-4469-45a9-985a-777485df635e,Subtract Fractions with Like Units 3/12 - 2/12,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{12}-\frac{2}{12}=</span>$$\frac{3}{12}-\frac{2}{12}=$$</span></span> [1/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,12,219fbb81-7a11-4221-861c-e5e65826a28c,Add Fractions with Like Units 1/4 + 3/4,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{4}+\frac{3}{4}=</span>$$\frac{1}{4}+\frac{3}{4}=$$</span></span> [4/4]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,30,1234b251-31f4-48a3-b361-83c2628d728b,Add and Subtract Fractions 3/10 - 3/10 + 3/10,"Add and Subtract Fractions with Like Units <br><br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{10}-\frac{3}{10}+\frac{3}{10}=</span>$$\frac{3}{10}-\frac{3}{10}+\frac{3}{10}=$$</span></span> [3/10]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,5,1d18634b-a344-41c1-8eb7-a22738692789,Subtract Fractions with Like Units 5/10 - 4/10,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{5}{10}-\frac{4}{10}=</span>$$\frac{5}{10}-\frac{4}{10}=$$</span></span> [1/10]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,39,d6b04a97-1080-4b0b-b1d6-681cb47ed318,Add Fractions with Like Units 1/6 + 2/6,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{6}+\frac{2}{6}=</span>$$\frac{1}{6}+\frac{2}{6}=$$</span></span> [3/6]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,37,b5c215ea-d4d0-44f9-880f-38c8282f2c57,Add Fractions with Like Units 1/5 + 3/5,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{5}+\frac{3}{5}=</span>$$\frac{1}{5}+\frac{3}{5}=$$</span></span> [4/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,23,3d617126-5eb5-44e8-a677-c8a5e392be52,Add Fractions with Like Units 1/9 + 1/9 + 1/9,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{9}+\frac{1}{9}+\frac{1}{9}=</span>$$\frac{1}{9}+\frac{1}{9}+\frac{1}{9}=$$</span></span> [3/9]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,16,a1a47c00-2af6-4631-af76-ef1ee4337d5f,Add Fractions with Like Units 5/12 + 6/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{5}{12}+\frac{6}{12}=</span>$$\frac{5}{12}+\frac{6}{12}=$$</span></span> [11/12]<br><br>",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,26,9ffa13df-3e0a-4dc7-acf4-b6fd29c41167,Add Fractions with Like Units 1/4 + 2/4 + 1/4,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{4}+\frac{2}{4}+\frac{1}{4}=</span>$$\frac{1}{4}+\frac{2}{4}+\frac{1}{4}=$$</span></span> [4/4]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,11,e6052c13-1ea2-4f93-a5f5-3c9b48e30852,Subtract Fractions with Like Units 3/12 - 2/12,"Subtract Fractions with Like Units<br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{12}-\frac{2}{12}=</span>$$\frac{3}{12}-\frac{2}{12}=$$</span></span> [1/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,44,43ef5b1a-1cc1-49af-a410-14f426275ec1,Add Fractions with Like Units 2/15 + 4/15,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{2}{15}+\frac{4}{15}=</span>$$\frac{2}{15}+\frac{4}{15}=$$</span></span> [6/15]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,19,935545d0-d86d-457c-a227-28a83301f4ad,Add Fractions with Like Units 1/6 + 2/6,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{6}+\frac{2}{6}=</span>$$\frac{1}{6}+\frac{2}{6}=$$</span></span> [3/6]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,25,e74585eb-f1f9-4a34-97c1-7727e6f5fd98,Subtract Fractions with Like Units 4/9 - 1/9 - 3/9,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{4}{9}-\frac{1}{9}-\frac{3}{9}=</span>$$\frac{4}{9}-\frac{1}{9}-\frac{3}{9}=$$</span></span> [0/9]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,38,b8610ec0-7886-4808-ac6a-483d56992fd8,Add Fractions with Like Units 2/5 + 2/5,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{2}{5}+\frac{2}{5}=</span>$$\frac{2}{5}+\frac{2}{5}=$$</span></span> [4/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,42,bbb0dbd0-0868-4000-945d-93fa5c23768f,Subtract Fractions with Like Units 7/15 - 3/15,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{7}{15}-\frac{3}{15}=</span>$$\frac{7}{15}-\frac{3}{15}=$$</span></span> [4/15]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,8,0eb27ac6-ba42-4782-b8dc-b82fd7f15a52,Subtract Fractions with Like Units 4/5 - 1/5,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{4}{5}-\frac{1}{5}=</span>$$\frac{4}{5}-\frac{1}{5}=$$</span></span> [3/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,35,07e6c4e9-51ad-404c-8c44-cdb2ebd36d38,Add Fractions with Like Units 4/8 + 2/8,"Add Fractions with Like Units<br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{4}{8}+\frac{2}{8}=</span>$$\frac{4}{8}+\frac{2}{8}=$$</span></span> [6/8]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,9,4aa289f4-ab2a-49e8-84ce-11a79ae53ed0,Add Fractions with Like Units 1/4 + 1/4,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{4}+\frac{1}{4}=</span>$$\frac{1}{4}+\frac{1}{4}=$$</span></span> [2/4]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,1,1ab5c431-1282-4ecc-8e14-35f964b7e0ef,Add  Fractions with Like Units 1/5 + 1/5,"Add  Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{5}+\frac{1}{5}=\ </span>$$\frac{1}{5}+\frac{1}{5}=\ $$</span></span>[2/5]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,10,8b1337dd-67c5-443e-9361-2dacc75a0594,Add Fractions with Like Units 1/4 + 2/4,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{4}+\frac{2}{4}=</span>$$\frac{1}{4}+\frac{2}{4}=$$</span></span> [3/4]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,32,b58d2385-1caa-4167-a510-df7b9c43ab91,Add Fractions with Like Units 1/6 + 2/6,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{6}+\frac{2}{6}=</span>$$\frac{1}{6}+\frac{2}{6}=$$</span></span> [3/6]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,3,8ff23e47-3151-44da-8da9-c0c715f512fa,Add  Fractions with Like Units 1/10 + 7/10,"Add  Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{10}+\frac{7}{10}=</span>$$\frac{1}{10}+\frac{7}{10}=$$</span></span> [8/10]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,28,c0488424-47bb-4c86-b5a4-118ec8df6c8b,Add Fractions with Like Units 5/12 + 1/12 + 5/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{5}{12}+\frac{1}{12}+\frac{5}{12}=</span>$$\frac{5}{12}+\frac{1}{12}+\frac{5}{12}=$$</span></span> [11/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,27,5eea7515-2ed0-45a3-a6c6-65e4dbfdae0b,Add Fractions with Like Units 1/8 + 3/8 + 2/8,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{8}+\frac{3}{8}+\frac{2}{8}=</span>$$\frac{1}{8}+\frac{3}{8}+\frac{2}{8}=$$</span></span> [6/8]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,22,3b92b81b-e537-40a4-890c-903273b095f1,Add Fractions with Like Units 1/12 + 1/12 + 1/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{12}+\frac{1}{12}+\frac{1}{12}=</span>$$\frac{1}{12}+\frac{1}{12}+\frac{1}{12}=$$</span></span> [3/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,18,5b96e575-d29f-4ff2-9693-28fea54459c7,Subtract Fractions with Like Units 4/6 - 1/6,"Subtract Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{4}{6}-\frac{1}{6}=</span>$$\frac{4}{6}-\frac{1}{6}=$$</span></span> [3/6]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,21,dfc1c56f-5af4-4854-92e0-d3505448bff2,Add Fractions with Like Units 1/3 + 1/3 + 1/3,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{3}+\frac{1}{3}+\frac{1}{3}=</span>$$\frac{1}{3}+\frac{1}{3}+\frac{1}{3}=$$</span></span> [3/3]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,14,dc4a4f47-aa10-4fff-8217-651f4ff320db,Add Fractions with Like Units 1/3 + 1/3,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{3}+\frac{1}{3}=</span>$$\frac{1}{3}+\frac{1}{3}=$$</span></span> [2/3]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,24,10412654-40bc-4bfa-bc65-ba754ce2119d,Add Fractions with Like Units 1/9 + 3/9 + 1/9,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{9}+\frac{3}{9}+\frac{1}{9}=</span>$$\frac{1}{9}+\frac{3}{9}+\frac{1}{9}=$$</span></span> [5/9]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,7,7268504b-7768-4e86-9d63-32640e345e06,Add Fractions with Like Units 3/10 + 3/10,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{10}+\frac{3}{10}=</span>$$\frac{3}{10}+\frac{3}{10}=$$</span></span> [6/10]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,2,01c6423e-42bf-4352-ac2d-fab5d320684a,Add  Fractions with Like Units 1/10 + 5/10,"Add  Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{1}{10}+\frac{5}{10}=</span>$$\frac{1}{10}+\frac{5}{10}=$$</span></span> [6/10]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,40,d3e0ccab-fbb3-4a54-854b-1fe188889778,Subtract Fractions with Like Units 5/12 - 3/12,"Subtract Fractions with Like Units<br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{5}{12}-\frac{3}{12}=</span>$$\frac{5}{12}-\frac{3}{12}=$$</span></span> [2/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,33,5b642697-1e01-4d79-acfb-e7186bc21057,Add Fractions with Like Units 3/12 + 4/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{12}+\frac{4}{12}=</span>$$\frac{3}{12}+\frac{4}{12}=$$</span></span> [7/12]",f
00619ebd-e3c5-4a0f-9ab1-60edb3d5028b,34,3026d88f-efb6-4fcf-8e1c-af38a1f1ac2a,Add Fractions with Like Units 3/12 + 6/12,"Add Fractions with Like Units <br><span class=""gru-math-expression"" contenteditable=""false""><span class=""gru-math-expression""><span class=""source"" hidden="""">\frac{3}{12}+\frac{6}{12}=</span>$$\frac{3}{12}+\frac{6}{12}=$$</span></span> [9/12]",f
007747f1-e479-4188-81ff-3c1d9a29bd57,2,a18c4713-1bde-4017-9aab-a4ac439cb804,Notes Organizer - Meso-American Civilizat,"Playlist Name: Meso-American Civilizations (Aztec)-Objective 1: Life and Society, Objective 2: Rise and Fall of the Aztec, Objective 3: Achievements in Astronomy and Math.",f
